0,267,202
0,268,223
0,269,244
0,272,264
0,278,284
0,289,301
0,306,315
0,326,325
0,348,327
0,368,323
0,384,313
0,395,297
0,402,277
0,406,256
0,408,235
0,408,216
0,406,196
0,284,197
0,292,184
0,307,177
0,323,177
0,337,182
0,357,182
0,368,175
0,381,173
0,394,178
0,400,190
0,347,194
0,349,210
0,351,226
0,353,242
0,333,249
0,342,253
0,351,256
0,360,252
0,367,247
0,299,198
0,308,193
0,318,192
0,328,198
0,318,200
0,308,200
0,363,198
0,372,190
0,382,189
0,389,194
0,382,197
0,373,197
0,318,273
0,331,270
0,342,269
0,350,270
0,359,268
0,367,269
0,376,270
0,367,278
0,359,282
0,350,283
0,341,283
0,331,281
0,323,273
0,342,274
0,350,274
0,359,273
0,372,272
0,359,275
0,350,277
0,341,276
1,267,200
1,268,221
1,270,242
1,274,263
1,281,282
1,292,300
1,308,314
1,329,323
1,350,325
1,370,320
1,385,309
1,396,292
1,402,272
1,406,252
1,408,231
1,408,213
1,405,194
1,285,197
1,293,184
1,307,178
1,323,177
1,336,183
1,358,183
1,369,176
1,382,174
1,394,178
1,400,190
1,348,194
1,349,210
1,351,226
1,352,242
1,334,248
1,342,252
1,352,256
1,360,251
1,367,246
1,301,199
1,309,192
1,319,192
1,329,198
1,319,200
1,309,201
1,363,196
1,372,188
1,381,187
1,389,192
1,382,195
1,373,196
1,319,271
1,331,269
1,342,268
1,351,269
1,358,267
1,367,267
1,376,268
1,368,276
1,359,281
1,351,283
1,342,282
1,331,280
1,323,272
1,342,272
1,351,273
1,358,271
1,372,269
1,359,275
1,350,276
1,342,276
2,268,199
2,269,220
2,271,240
2,278,259
2,289,275
2,303,290
2,319,301
2,336,311
2,353,312
2,369,308
2,380,295
2,390,281
2,399,264
2,405,247
2,409,229
2,408,210
2,406,192
2,286,190
2,297,181
2,311,177
2,326,177
2,340,183
2,360,183
2,370,177
2,382,174
2,394,176
2,401,185
2,350,196
2,352,212
2,354,228
2,356,244
2,336,249
2,345,252
2,355,255
2,362,252
2,369,247
2,301,194
2,310,187
2,321,188
2,330,197
2,320,198
2,309,198
2,365,196
2,373,186
2,384,185
2,391,190
2,385,195
2,375,196
2,323,267
2,335,265
2,346,263
2,354,265
2,361,262
2,369,263
2,377,264
2,370,275
2,363,282
2,355,284
2,346,283
2,335,278
2,327,268
2,346,268
2,354,269
2,361,267
2,373,265
2,362,274
2,354,276
2,346,275
3,268,196
3,269,217
3,272,236
3,278,255
3,288,272
3,302,287
3,317,299
3,335,307
3,353,309
3,370,304
3,381,292
3,390,277
3,399,261
3,404,244
3,407,226
3,408,209
3,406,191
3,288,188
3,298,179
3,311,174
3,326,174
3,339,180
3,361,180
3,371,173
3,382,171
3,394,174
3,400,183
3,350,194
3,352,210
3,353,225
3,355,241
3,336,245
3,345,249
3,354,252
3,362,248
3,369,243
3,302,192
3,311,186
3,321,186
3,331,195
3,321,196
3,310,196
3,364,194
3,373,184
3,383,183
3,391,188
3,384,192
3,374,194
3,322,264
3,334,262
3,346,261
3,354,262
3,360,260
3,369,260
3,377,260
3,369,271
3,362,278
