0,259,177
0,260,194
0,263,210
0,266,226
0,272,241
0,281,255
0,293,265
0,308,273
0,325,275
0,342,273
0,358,266
0,371,255
0,381,242
0,388,226
0,390,209
0,391,192
0,392,175
0,269,164
0,275,151
0,287,143
0,301,143
0,314,148
0,334,148
0,346,143
0,360,142
0,373,149
0,379,161
0,324,162
0,324,175
0,324,187
0,324,199
0,311,209
0,318,211
0,325,213
0,332,211
0,338,208
0,285,169
0,292,163
0,300,163
0,308,169
0,300,170
0,292,171
0,341,168
0,349,162
0,357,162
0,364,167
0,357,169
0,349,169
0,304,233
0,313,229
0,319,227
0,325,228
0,331,226
0,339,228
0,348,231
0,339,236
0,332,238
0,326,239
0,320,239
0,313,237
0,307,232
0,320,230
0,325,231
0,331,230
0,344,231
0,331,232
0,325,233
0,320,232
1,259,176
1,260,193
1,262,209
1,266,226
1,272,241
1,281,255
1,293,266
1,308,274
1,326,276
1,343,273
1,359,266
1,372,255
1,382,241
1,388,225
1,390,207
1,392,191
1,392,174
1,270,163
1,275,151
1,287,143
1,301,143
1,314,148
1,334,148
1,346,142
1,360,142
1,372,149
1,379,161
1,324,163
1,324,175
1,324,187
1,324,199
1,311,209
1,318,212
1,324,213
1,331,211
1,338,208
1,285,169
1,292,163
1,300,163
1,309,169
1,301,170
1,292,171
1,340,168
1,348,162
1,357,162
1,364,167
1,357,169
1,348,169
1,303,233
1,312,229
1,319,226
1,325,227
1,331,226
1,339,228
1,348,231
1,340,236
1,332,238
1,326,239
1,319,239
1,312,237
1,307,232
1,320,230
1,325,231
1,332,230
1,345,231
1,332,232
1,325,233
1,319,232
2,259,179
2,261,196
2,263,212
2,266,228
2,272,243
2,282,256
2,294,266
2,309,274
2,326,275
2,344,273
2,359,266
2,372,256
2,382,242
2,388,226
2,390,209
2,392,192
2,393,175
2,269,164
2,275,151
2,287,143
2,301,142
2,314,147
2,334,147
2,347,142
2,361,142
2,374,149
2,380,162
2,324,162
2,324,175
2,324,186
2,324,199
2,312,209
2,318,211
2,325,213
2,332,210
2,338,208
2,285,169
2,292,163
2,300,162
2,308,168
2,301,170
2,292,171
2,341,168
2,349,162
2,357,162
2,364,168
2,357,170
2,349,170
2,304,233
2,313,228
2,320,226
2,326,227
2,332,226
2,340,228
2,349,231
2,340,236
2,333,238
2,326,239
2,320,239
2,313,237
2,307,232
2,320,230
2,326,231
2,332,230
2,345,231
2,332,232
2,326,233
2,320,232
3,259,177
3,260,194
3,262,210
3,265,227
3,271,242
3,280,255
3,293,266
3,308,274
3,325,276
3,343,274
3,359,266
3,372,256
3,382,242
3,388,226
3,390,208
3,391,192
3,392,175
3,270,163
3,275,151
3,287,143
3,301,143
3,314,148
3,333,147
3,346,142
3,359,142
3,372,149
3,379,160
3,324,162
3,324,174
3,324,186
3,324,198
3,311,208
3,318,210
3,324,212
3,331,210
3,338,207
3,285,169
3,292,163
3,300,163
3,308,169
3,300,170
3,292,171
3,341,168
3,349,162
3,357,162
3,364,167
3,357,169
3,349,169
3,304,233
3,312,228
3,319,225
3,325,226
3,331,225
3,339,227
3,348,231
3,340,236
3,332,239
3,326,239
3,320,239
3,312,237
3,307,232
3,320,230
3,325,230
3,332,229
3,345,230
3,332,232
3,326,233
3,320,232
4,259,175
4,260,192
4,262,207
4,265,224
4,271,239
4,280,252
4,292,263
4,307,271
4,324,274
4,341,271
4,357,264
4,370,254
4,380,241
4,386,225
4,389,208
4,391,191
4,392,173
4,269,163
4,274,150
4,287,142
4,301,141
4,314,147
4,333,147
4,346,142
4,360,142
4,373,149
4,380,161
4,323,162
4,323,174
4,323,186
4,323,198
4,310,207
4,317,210
4,324,212
4,331,210
4,338,207
4,284,168
4,291,162
4,300,162
4,308,168
4,300,169
4,291,170
4,340,168
4,348,162
4,357,162
4,364,167
4,357,169
4,348,169
4,303,231
4,312,227
4,319,225
4,325,226
4,331,225
4,339,227
4,348,230
4,339,236
4,331,239
4,325,239
4,319,239
4,312,237
4,307,231
4,319,229
4,325,230
4,331,229
4,344,230
4,331,232
4,325,233
4,319,232
5,258,177
5,260,194
5,262,210
5,265,226
5,271,240
5,279,254
5,292,264
5,307,272
5,325,275
5,342,273
5,358,266
5,372,255
5,381,241
5,387,225
5,389,207
5,391,191
5,391,174
5,268,164
5,274,150
5,286,142
5,301,142
5,314,147
5,332,147
5,345,142
5,360,142
5,373,149
5,380,162
5,323,162
5,323,174
5,323,186
5,323,198
5,311,207
5,317,210
5,324,212
5,331,210
5,338,207
5,284,168
5,291,162
5,300,162
5,308,168
5,300,170
5,291,170
5,340,168
5,348,161
5,356,162
5,363,167
5,357,169
5,348,169
5,303,232
5,311,228
5,319,225
5,325,226
5,331,225
5,339,227
5,348,231
5,339,237
5,331,239
5,325,240
5,318,240
5,311,238
5,306,232
5,319,230
5,325,230
5,331,230
5,344,231
5,331,233
5,324,234
5,318,233
6,258,176
6,260,193
6,263,210
6,265,226
6,271,242
6,279,255
6,292,266
6,307,275
6,325,277
6,344,274
6,360,267
6,373,256
6,382,242
6,388,226
6,390,208
6,392,191
6,393,174
6,269,163
6,274,149
6,286,142
6,300,141
6,313,147
6,333,146
6,346,141
6,360,141
6,373,148
6,380,161
6,323,162
